,countryname,countrycode,incomelevelname,regionname,unit,year,id,pop,torn_real_pk,torn_real_fa,torn_real_fl,torn_real_renew,torn_real_agland,torn_real_timber,torn_real_mangroves,torn_real_forest_es1,torn_real_forest_es2,torn_real_forest_es3,torn_real_fisheries,torn_real_hydro,torn_real_nonrenew,torn_real_oil,torn_real_gas,torn_real_coal,torn_real_bauxite,torn_real_copper,torn_real_gold,torn_real_iron_ore,torn_real_lead,torn_real_nickel,torn_real_phosphate,torn_real_silver,torn_real_tin,torn_real_zinc,torn_real_cobalt,torn_real_molybdenum,torn_real_lithium,torn_real_min,torn_real_hc,torn_real_emp_female,torn_real_emp_male,ncwi,dcwi,pkx_cd,pk_cd,urban_cd,fa_cd,fl_cd,renew_cd,cropwealth_cd,animalwealth_cd,agland_cd,timber_cd,mangroves_cd,forest_es1_cd,forest_es2_cd,forest_es3_cd,fisheries_cd,hydro_cd,nonrenew_cd,oil_cd,gas_cd,coal_cd,min_cd,bauxite_cd,copper_cd,gold_cd,iron_ore_cd,lead_cd,nickel_cd,phosphate_cd,silver_cd,tin_cd,zinc_cd,cobalt_cd,molybdenum_cd,lithium_cd,hc_cd,emp_female_cd,emp_male_cd,ncw_cd,dcw_cd
1115,Ethiopia,ETH,Low income,Sub-Saharan Africa,Real chained 2019 US$,2017,ETH.2017,108197950,49035634100,6582547018,65253189454,3.68871E+11,2.87528E+11,46385476285,0,2616441158,4479335078,15999241529,0,15926472700,1780213095,0,0,2429074.41,0,0,1777579730,0,0,0,0,2495129.376,0,0,0,0,0,1780074860,8.71102E+11,3.05691E+11,5.65416E+11,1.22887E+12,1.28815E+12,51238179929,63535343112,12297163183,4.992e+09,4.9486e+10,3.65169E+11,1.14201E+11,1.4241E+11,2.56612E+11,77288006699,0,1841550675,4312800897,14686371644,0,10428836632,603479199,NA,NA,3516188.202,599963010.8,NA,NA,599023885.3,NA,NA,NA,NA,939125.5328,NA,NA,NA,NA,NA,7.93082E+11,2.79472E+11,5.1361E+11,1.1779E+12,1.22239E+12
1116,Ethiopia,ETH,Low income,Sub-Saharan Africa,Real chained 2019 US$,2018,ETH.2018,111129438,58437158614,7148506273,65364060110,3.87096E+11,2.90308E+11,57085749228,0,2605392701,4460420170,15931681463,0,17183970233,1664027846,0,0,2417653.759,0,0,1659949183,0,0,0,0,2393604.53,0,0,0,0,0,1662342788,9.1158E+11,3.20558E+11,5.91023E+11,1.29938E+12,1.35794E+12,52898391427,65594005369,12695613942,6.171e+09,5.6426e+10,3.4487E+11,1.13329E+11,1.38356E+11,2.51685E+11,56314073072,0,2608312093,4470271271,15303795372,0,14489023388,204797541.1,NA,NA,4495116.571,200302424.5,NA,NA,199276962.5,NA,NA,NA,NA,1025462.051,NA,NA,NA,NA,NA,8.31552E+11,2.93062E+11,5.38489E+11,1.19197E+12,1.24222E+12
1117,Ethiopia,ETH,Low income,Sub-Saharan Africa,Real chained 2019 US$,2019,ETH.2019,114120594,71115858425,5.142e+09,6.1972e+10,4.01692E+11,2.92502E+11,67786022172,0,2594344244,4441505263,15864121398,0,18503870052,1588373143,0,0,2406233.107,0,0,1583674830,0,0,0,0,2292079.683,0,0,0,0,0,1585966910,9.5303E+11,3.35786E+11,6.17244E+11,1.3706E+12,1.42743E+12,57351498730,71115858425,13764359695,5.142e+09,6.1972e+10,4.01692E+11,1.36415E+11,1.56088E+11,2.92502E+11,67786022172,0,2594344244,4441505263,15864121398,0,18503870052,1588373143,NA,NA,2406233.107,1585966910,NA,NA,1583674830,NA,NA,NA,NA,2292079.683,NA,NA,NA,NA,NA,9.5303E+11,3.35786E+11,6.17244E+11,1.3706E+12,1.42743E+12
1118,Ethiopia,ETH,Low income,Sub-Saharan Africa,Real chained 2019 US$,2020,ETH.2020,117190911,84356594714,5361806763,58792462562,4.15565E+11,2.94697E+11,78486295115,0,2583295787,4422590356,15796561332,0,19821087453,1512282194,0,0,2393781.571,0,0,1507727835,0,0,0,0,2190554.837,0,0,0,0,0,1509918390,9.95277E+11,3.51314E+11,6.43964E+11,1.44294E+12,1.49611E+12,67232787397,83368656373,16135868975,5.865e+09,6.431e+10,4.33627E+11,1.45227E+11,1.68377E+11,3.13603E+11,78531161885,0,1677612231,4465167977,15982114098,0,19367114558,2109727472,NA,NA,1702445.478,2108025026,NA,NA,2108025026,NA,NA,NA,NA,3.16403972348e-05,NA,NA,NA,NA,NA,1.06796E+12,3.76151E+11,6.91805E+11,1.52862E+12,1.58706E+12
1119,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,1995,FIN.1995,5107790,6.82672E+11,85499767511,1.62268E+11,93515895749,19303111331,20221965294,0,4321271258,9184119128,30351339768,174504345.4,10454651121,7111153479,0,0,0,0,1860837807,7033146005,NA,NA,29288677.63,762431539.8,247783311.9,0,49244334.9,NA,0,0,9982731677,1.01887E+12,4.95368E+11,5.22189E+11,1.7199E+12,1.92624E+12,4.13361E+11,5.12568E+11,99206618906,6.0876e+10,1.15535e+11,69025308277,6160782964,14295437889,20456220854,15374537579,0,1751862378,7315270071,19624237782,188139419.2,4315040193,962078372.1,NA,NA,0,962078372.1,NA,396209884.4,326153479.2,3797013.089,NA,0,0,46741206.2,NA,189176789.2,NA,NA,NA,6.99555E+11,3.40617E+11,3.58938E+11,1.22745E+12,1.28211E+12
1120,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,1996,FIN.1996,5124573,6.95786E+11,94924949897,1.70275E+11,92869234880,19079456743,20274007426,0,4332392243,9207754870,30429450299,170573088.2,9593204046,7067363456,0,0,0,0,1853728574,6989551908,NA,NA,28506669.94,761928189.9,245250110.2,0,48834838.62,NA,0,0,9927800290,1.03855E+12,5.02882E+11,5.34246E+11,1.75344E+12,1.95898E+12,4.21099E+11,5.22162E+11,1.01064E+11,6.8012e+10,1.21999e+11,67000007220,5506372599,13121299799,18627672398,15125648713,0,1770241128,7424149008,19975296540,155080282.8,3921919151,615941694.8,NA,NA,0,615941694.8,NA,223601967.6,79196018.76,2860671.92,4228216.143,0,0,50205226.59,NA,255849593.7,NA,NA,NA,7.07275E+11,3.27691E+11,3.79584E+11,1.24307E+12,1.29705E+12
1121,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,1997,FIN.1997,5139835,7.1314E+11,1.01599E+11,1.70397E+11,92386190707,18494513977,20326049559,0,4343513228,9231390611,30507560830,166025133.4,9902192574,6958830357,0,0,0,0,1847003486,6924615527,NA,NA,566826421.7,761427839.6,241956947.9,0,48177695.19,NA,0,0,10390007918,1.07286E+12,5.12911E+11,5.58004E+11,1.81086E+12,2.01028E+12,4.07165E+11,5.04884E+11,97719565721,7.3662e+10,1.23542e+11,64755493505,5468569923,12338334276,17806904199,13928175837,0,1733483629,7547890279,20359331288,85513339.66,3294194933,58234179.46,NA,NA,0,58234179.46,NA,0,0,3010271.439,4883000.782,0,0,50340907.24,NA,0,NA,NA,NA,6.52053E+11,3.02082E+11,3.49972E+11,1.17187E+12,1.22175E+12
1122,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,1998,FIN.1998,5153498,7.34851E+11,1.22627E+11,2.59417E+11,94222413767,18855802155,20378091692,0,4354634213,9255026353,30585671362,161570184.6,12174309789,6774438306,0,0,0,0,1840831016,6842123058,NA,NA,565635837,760910391,238819675,0,47407937.16,NA,0,0,10295727913,1.10825E+12,5.29855E+11,5.76389E+11,1.80363E+12,2.06917E+12,4.30574E+11,5.33912E+11,1.03338E+11,9.0152e+10,1.90716e+11,64244948803,4087258351,10672509034,14759767386,14531897794,0,1743040579,7586132904,20623105660,122956619.7,4878047862,41818732.76,NA,NA,0,41818732.76,NA,0,0,NA,3026871.19,0,0,38791861.57,NA,0,NA,NA,NA,6.7244E+11,3.11518E+11,3.60922E+11,1.17007E+12,1.27064E+12
1123,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,1999,FIN.1999,5165474,7.57556E+11,1.5803E+11,4.48744E+11,93523983624,18936661891,20430133825,0,4365755198,9278662094,30663781893,157862417.4,10337364899,6637224571,0,0,0,0,1834295459,6736363481,NA,NA,564915701.6,760373444.4,235896750,0,46640678.35,NA,0,0,10178485514,1.1527E+12,5.52645E+11,5.98068E+11,1.71946E+12,2.13384E+12,4.5062E+11,5.58768E+11,1.08149E+11,1.1753e+11,3.33739e+11,60743775594,4363006934,10450951769,14813958703,12607700438,0,1643795333,7605964394,21096463045,0,2975893681,33622527.21,NA,NA,0,33622527.21,NA,0,0,NA,609033.143,0,0,33013494.07,NA,0,NA,NA,NA,6.77529E+11,3.13769E+11,3.6376E+11,1.08087E+12,1.29707E+12
1124,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2000,FIN.2000,5176209,7.82628E+11,2.0818E+11,4.46223E+11,94483828800,19079456743,20482175958,0,4376876183,9302297836,30741892425,154838642.3,11858041426,6545728979,0,0,0,0,1826670643,6611567180,NA,NA,564890074,759830498.3,232827678.7,0,45873419.54,NA,0,0,10041659493,1.17401E+12,5.61004E+11,6.10862E+11,1.83119E+12,2.18072E+12,4.32392E+11,5.36165E+11,1.03774E+11,1.59537e+11,3.41959e+11,59995974364,4124307414,9577099768,13701407182,12601217854,0,1496030189,7689682619,21653531196,7495949.344,2846609374,1669932.914,NA,NA,0,1669932.914,NA,0,0,NA,1669932.912,0,0,0.001397836,NA,0,NA,NA,NA,6.21412E+11,2.87683E+11,3.33729E+11,1.03515E+12,1.21758E+12
1125,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2001,FIN.2001,5188008,8.07435E+11,2.17698E+11,3.46825E+11,94061078421,19113865140,20463593327,0,4372905224,9293858246,30714001578,152704225.6,10681134859,6510898087,0,0,0,0,1816247156,6506844047,NA,NA,563664709,759268054.2,230356442.9,0,45111334.1,NA,0,0,9921491743,1.20336E+12,5.7958E+11,6.21821E+11,1.99614E+12,2.23182E+12,4.65627E+11,5.77377E+11,1.1175E+11,1.71133e+11,2.7264e+11,56872646781,3614337920,8237999264,11852337183,11797969537,0,1518819838,7698502611,22128093930,564568.396,1876359113,26797635.21,NA,NA,0,26797635.21,NA,0,0,NA,NA,0,0,26797635.21,NA,0,NA,NA,NA,6.53534E+11,3.07716E+11,3.45818E+11,1.1863E+12,1.28781E+12
1126,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2002,FIN.2002,5200598,8.29094E+11,2.65635E+11,3.35684E+11,93630937658,19234294535,20445010697,0,4368934265,9285418657,30686110732,151243129.1,8716388431,6444811700,0,0,0,0,1806287693,6389408613,NA,NA,562859270.4,758705610.1,228018297.8,0,44205293.91,NA,0,0,9789484778,1.21425E+12,5.91859E+11,6.20813E+11,2.10032E+12,2.26407E+12,5.28537E+11,6.55386E+11,1.26849E+11,2.12097e+11,2.68028e+11,58732094729,4073952640,9031432452,13105385093,12719569261,0,1645265633,7680693763,22485317222,0,1095863757,54376363.2,NA,NA,0,54376363.2,NA,0,0,NA,NA,0,0,54376363.2,NA,0,NA,NA,NA,7.06653E+11,3.32607E+11,3.74045E+11,1.36489E+12,1.42083E+12
1127,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2003,FIN.2003,5213014,8.51609E+11,3.76789E+11,4.3796E+11,93381324357,19320315529,20426428066,0,4364963307,9276979067,30658219885,150670959.9,7757876897,6362747597,0,0,0,0,1795830803,6292109802,NA,NA,561943999.2,758105669.7,225114858.9,0,43353061.8,NA,0,0,9676458194,1.22235E+12,5.9587E+11,6.24898E+11,2.15432E+12,2.29476E+12,6.54714E+11,8.11846E+11,1.57131E+11,3.03488e+11,3.52759e+11,63638365804,4502829890,10304294126,14807124016,14175626264,0,1969466769,7722883100,22813673828,52076174.72,2097515652,72737193.53,NA,NA,0,72737193.53,NA,0,0,NA,NA,0,0,72737193.53,NA,0,NA,NA,NA,8.59946E+11,4.04937E+11,4.55009E+11,1.68623E+12,1.7355E+12
1128,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2004,FIN.2004,5228172,8.76296E+11,4.83853E+11,5.10683E+11,96189398732,19380530228,20407845436,0,4360992348,9268539477,30630329039,150204067.8,12189524642,6283731466,0,0,0,0,1785010825,6173659076,NA,NA,560955506.3,757505729.3,221802210.5,0,42380867.41,NA,0,0,9541314215,1.22794E+12,5.9539E+11,6.30764E+11,2.22385E+12,2.32723E+12,7.37584E+11,9.14605E+11,1.7702E+11,3.90453e+11,4.12104e+11,68939942955,4988653377,11143464531,16132117908,12425933346,0,2188541460,7825951733,23324752163,299565542.2,6743080802,141426196.5,NA,NA,0,141426196.5,NA,0,0,NA,NA,50412555.11,0,91013641.41,NA,0,NA,NA,NA,9.77964E+11,4.60565E+11,5.174E+11,1.94E+12,1.96165E+12
1129,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2005,FIN.2005,5246096,9.02305E+11,4.7575E+11,5.11975E+11,95589921219,19559453898,20389262806,0,4357021390,9260099887,30602438193,149625415.9,11149470874,6211392296,0,0,0,0,1773755144,6067814891,NA,NA,559600905,756875791.9,218197269.5,0,41451159.66,NA,0,0,9417695162,1.27255E+12,6.20078E+11,6.50967E+11,2.28853E+12,2.3897E+12,7.66048E+11,9.499E+11,1.83852E+11,3.86309e+11,4.15724e+11,69640211349,5609598935,11594403064,17204001999,12709943428,0,2256175258,7864332395,23976715098,197274990.7,5431768180,193853654.9,NA,NA,0,193853654.9,NA,0,0,NA,NA,64315523.87,0,129521632.9,NA,0,16498.09384,NA,NA,1.20732E+12,5.34032E+11,6.7329E+11,2.19764E+12,2.22706E+12
1130,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2006,FIN.2006,5266268,9.28365E+11,5.83115E+11,6.21125E+11,94615562482,19791710584,20370680175,0,4353050431,9251660298,30574547346,148772836.1,9297032070,6139317585,0,0,0,0,1762795254,5962055314,NA,NA,558361261.7,756257103.4,213403672.4,0,40438977.84,NA,0,0,9293311583,1.3035E+12,6.3418E+11,6.67583E+11,2.3341E+12,2.43997E+12,7.73465E+11,9.59097E+11,1.85632E+11,4.80908e+11,5.12255e+11,70108241049,4924375180,11141285151,16065660331,14298178087,0,2584052144,8043691309,24749152765,260558943.5,4106947469,847610683,NA,NA,0,847610683,NA,0,0,NA,NA,519518113.4,86843033.43,241227481.9,NA,0,22054.26778,NA,NA,1.22061E+12,5.16987E+11,7.03623E+11,2.21932E+12,2.25066E+12
1131,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2007,FIN.2007,5288720,9.60852E+11,7.07263E+11,7.96482E+11,95950689788,19740958196,20352097545,0,4349079473,9243220708,30546656500,148612601.8,11467441909,6102202337,0,0,0,0,1753125530,5856295738,NA,NA,557268427.9,755638414.9,208532130.7,0,39546758.31,NA,0,0,9170406999,1.33738E+12,6.5174E+11,6.84068E+11,2.33961E+12,2.49847E+12,8.96338E+11,1.11146E+12,2.15121E+11,5.9794e+11,6.73368e+11,86663805138,7514408014,14527359940,22041767953,19868790943,0,3151587921,8181670415,25464744442,426282562,7528960903,2184135099,NA,NA,0,2184135099,NA,0,0,NA,NA,1660401806,270184454.9,253520625.3,NA,0,28212.99776,NA,NA,1.28444E+12,5.69349E+11,7.15093E+11,2.40932E+12,2.48475E+12
1132,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2008,FIN.2008,5313399,9.92647E+11,7.11418E+11,7.21096E+11,97925140102,19753861345,20333514915,0,4345108514,9234781118,30518765653,147927639.6,13841444451,6078131189,0,0,0,0,1743215935,5750536161,NA,NA,555999862.1,755019726.3,203660588.9,0,38574563.91,NA,0,0,9047006837,1.36781E+12,6.63227E+11,7.02324E+11,2.48725E+12,2.55328E+12,9.34939E+11,1.15932E+12,2.24385E+11,6.25907e+11,6.34422e+11,97764618329,8495249544,16892704577,25387954121,20639197819,0,3583856103,8251862968,26021141550,756588850.2,13124016917,6178052645,NA,NA,0,6178052645,NA,0,394393047.4,NA,NA,1516045227,3986288452,281262510.4,NA,0,63407.59433,NA,NA,1.681E+12,7.0993E+11,9.7107E+11,2.93575E+12,2.94427E+12
1133,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2009,FIN.2009,5338871,1.01385E+12,8.08842E+11,7.93961E+11,94453163375,19754721556,20314932284,0,4341137555,9226341528,30490874807,146942351.1,10261343206,6039889813,0,0,0,0,1733455818,5644776584,NA,NA,540131622.6,754401037.8,196869075.1,0,37879782.32,NA,0,0,8907513920,1.33273E+12,6.59963E+11,6.73576E+11,2.47461E+12,2.53712E+12,8.18614E+11,1.01508E+12,1.96467E+11,7.11621e+11,6.98529e+11,81679770765,5913821540,13077078700,18990900240,15874486650,0,2993530677,8290306773,26231015155,900859768.7,8398671500,3060466767,NA,NA,0,3060466767,NA,0,248368350.8,NA,NA,0,2812095935,0,NA,0,2480.631052,NA,NA,1.52371E+12,6.63932E+11,8.59781E+11,2.63663E+12,2.62353E+12
1134,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2010,FIN.2010,5363352,1.03732E+12,9.09817E+11,8.5699E+11,94521340617,19715151899,20296349654,0,4337166597,9217901939,30462983961,145526462.4,10452220465,5994621280,0,0,0,0,1722853693,5528885240,NA,NA,538520745.4,753906087,190042875.9,0,37124194.83,NA,0,0,8771332836,1.33444E+12,6.55362E+11,6.79074E+11,2.52778E+12,2.55614E+12,7.67624E+11,9.51854E+11,1.8423E+11,8.09938e+11,7.6291e+11,85859396926,5458665677,12442926091,17901591768,19996207545,0,3305234265,8384477121,26552820029,1002903084,8716163114,2947017560,NA,NA,0,2947017560,NA,0,925694858,NA,NA,0,1187198670,53849268.18,NA,780245439.5,29324.10586,NA,NA,1.34349E+12,6.31037E+11,7.12448E+11,2.43117E+12,2.38415E+12
1135,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2011,FIN.2011,5388272,1.06455E+12,1.02178E+12,9.7427E+11,94172610996,19669560770,20326827942,0,4343679562,9231744126,30508729112,143890950.7,10066409461,5883061638,0,0,0,0,1712178950,5367538429,NA,NA,527739583.1,753293397.9,183734131.9,0,35735581.34,NA,0,0,8580220073,1.35882E+12,6.64185E+11,6.9413E+11,2.56388E+12,2.59521E+12,8.31019E+11,1.03046E+12,1.99445E+11,9.40693e+11,8.9695e+11,96194369701,7963980938,15784346117,23748327056,20896362286,0,4127867081,8567736070,27108485964,875765420.7,10869825822,5623304591,NA,NA,0,5623304591,NA,0,2125731714,NA,NA,74128283.92,2535723820,NA,NA,887699187.8,21585.08683,NA,NA,1.70893E+12,7.26139E+11,9.8279E+11,2.88495E+12,2.84121E+12
1136,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2012,FIN.2012,5413971,1.09129E+12,1.00972E+12,9.79864E+11,98099676685,19656657620,20357306230,0,4350192527,9245586313,30554474264,142735388.3,13636800216,5764342697,0,0,0,0,1702012529,5188572073,NA,NA,520856743.9,752640962.7,183734131.9,0,34133210.04,NA,0,0,8381949650,1.37075E+12,6.73364E+11,6.97568E+11,2.58883E+12,2.62545E+12,7.84981E+11,9.73376E+11,1.88395E+11,9.55692e+11,9.27434e+11,97206635859,7351016535,14936171735,22287188269,18651617661,0,3983042537,8702124890,27637699986,1203014025,14741948491,8001039446,NA,NA,0,8001039446,NA,242713655.5,3456600295,NA,NA,598553504.9,2848747899,152250226,NA,702173865,0,NA,NA,1.71602E+12,7.57745E+11,9.58271E+11,2.82286E+12,2.7946E+12
1137,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2013,FIN.2013,5438972,1.11271E+12,9.29831E+11,9.22954E+11,94545809958,19427841774,20387784518,0,4356705491,9259428500,30600219416,141274766.3,10384522049,5621306835,0,0,0,0,1683495118,4958312322,NA,NA,513684678.9,751997526.6,171243498.8,0,32826045.95,NA,0,0,8111559190,1.36339E+12,6.71005E+11,6.92737E+11,2.57946E+12,2.6307E+12,8.60411E+11,1.06691E+12,2.06499E+11,8.93088e+11,8.86483e+11,99511860863,8524581871,16669738977,25194320848,21429566681,0,4244755926,8851985551,28178832123,1229845045,10382554689,4895931086,NA,NA,0,4895931086,NA,125339625.6,1771979437,NA,NA,1005816292,1486221973,54144704.26,NA,452266588.7,162466.3184,NA,NA,1.52914E+12,7.12901E+11,8.16241E+11,2.70706E+12,2.70046E+12
1138,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2014,FIN.2014,5461512,1.13092E+12,8.90672E+11,9.00743E+11,95146716185,19501819831,20418262805,0,4363218456,9273270687,30645964567,140109408,10836454171,5518497252,0,0,0,0,1655319606,4747195055,NA,NA,506567530.3,751339842,161413701.8,0,31802467.71,NA,0,0,7853638203,1.36565E+12,6.73792E+11,6.92436E+11,2.58599E+12,2.64564E+12,9.13389E+11,1.1326E+12,2.19213E+11,8.64384e+11,8.74157e+11,98280501034,6721645973,14840982096,21562628069,22798619313,0,3976426187,9009808277,28774113703,1274625177,10884280309,2999876888,NA,NA,0,2999876888,NA,385993365.9,487386730.1,NA,NA,901295715.9,1213021102,12102280.94,NA,0,77692.72993,NA,NA,1.77261E+12,7.91294E+11,9.81319E+11,2.99672E+12,3.0065E+12
1139,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2015,FIN.2015,5479531,1.14877E+12,7.986E+11,7.89573E+11,97881631007,19556013058,20448741093,0,4369731421,9287112874,30691709719,139181269.2,13563827965,5446152548,0,0,0,0,1624239403,4548684329,NA,NA,499710318.6,750630412.5,146992866.4,0,30727805.52,NA,0,0,7600985135,1.36721E+12,6.74319E+11,6.93434E+11,2.6318E+12,2.66123E+12,8.02981E+11,9.95696E+11,1.92715E+11,7.73418e+11,7.64675e+11,91257827346,5615568578,11472117222,17087685800,20186051718,0,2948686529,9092196217,29112258252,1094567070,11736381760,2450485043,NA,NA,0,2450485043,NA,50134177.34,442621249.9,NA,NA,582123229.3,1367733488,7616585.41,NA,0,256312.998,NA,NA,1.48215E+12,6.71353E+11,8.10795E+11,2.5803E+12,2.57155E+12
1140,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2016,FIN.2016,5495303,1.17262E+12,7.61967E+11,7.51202E+11,97161211507,19569776416,20448741093,0,4369731421,9287112874,30691709719,137832099.9,12779397494,5380548745,0,0,0,0,1594393694,4372235051,NA,NA,496275122.9,749925482.5,133309777.3,0,30094704.54,NA,0,0,7376233832,1.38103E+12,6.74318E+11,7.06722E+11,2.66862E+12,2.68922E+12,8.19173E+11,1.01577E+12,1.96601E+11,7.40572e+11,7.30109e+11,89175906097,5256152734,11000991460,16257144194,20457598064,0,2953097429,9144764579,29380301386,144168625.5,10838831819,2170832368,NA,NA,0,2170832368,NA,0,620989591.5,NA,NA,548275884,984489709.1,16878445.76,NA,0,198737.8069,NA,NA,1.32008E+12,6.43075E+11,6.77009E+11,2.43767E+12,2.42721E+12
1141,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2017,FIN.2017,5508214,1.19939E+12,7.65227E+11,7.63858E+11,96337411947,19526765918,20448741093,0,4369731421,9287112874,30691709719,136316679.6,11948420570,5281496020,0,0,0,0,1559909191,4184723321,NA,NA,488713518.5,749191305.5,121795401.2,0,28948764.76,NA,0,0,7133281503,1.40238E+12,6.83478E+11,7.18911E+11,2.7059E+12,2.72582E+12,9.12069E+11,1.13097E+12,2.18897E+11,7.49348e+11,7.48008e+11,91602130586,5903501476,11801335927,17704837403,19970545790,0,3830131343,9142512697,29917183668,142896500.8,10894023185,3581860608,NA,NA,0,3581860608,NA,1437433889,532750308.1,NA,NA,944121386.4,663875079.1,2980371.83,NA,0,699573.2386,NA,NA,1.36196E+12,6.62537E+11,6.99425E+11,2.58945E+12,2.58811E+12
1142,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2018,FIN.2018,5515525,1.22809E+12,8.68355E+11,8.85601E+11,95216760326,19543970117,20448741093,0,4369731421,9287112874,30691709719,134709190.4,10758826869,5179082845,0,0,0,0,1521317455,3992198587,NA,NA,481151914.2,749925482.5,120465080.5,0,27299283.27,NA,0,0,6892357803,1.42393E+12,6.92717E+11,7.31212E+11,2.7357E+12,2.76381E+12,1.0102E+12,1.25265E+12,2.42449E+11,8.59552e+11,8.76624e+11,99361161589,5389196184,11542982103,16932178287,27796016782,0,4235934127,9234934140,30398885405,137999101.1,10625213747,3583646746,NA,NA,0,3583646746,NA,1431092366,184408063.1,NA,NA,1357315865,610300171.8,0,NA,0,530279.5647,NA,NA,1.47748E+12,7.18038E+11,7.59444E+11,2.81601E+12,2.83308E+12
1143,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2019,FIN.2019,5521606,1.25494E+12,9.19998e+11,9.11501e+11,94538341212,19561174317,20448741093,0,4369731421,9287112874,30691709719,133101701.3,10046770086,5025390239,0,0,0,0,1487424058,3807500062,NA,NA,468469550.6,749179306.7,119213191.7,0,25174951.05,NA,0,0,6656961120,1.44566E+12,7.02037E+11,7.43626E+11,2.80866E+12,2.80017E+12,1.01205E+12,1.25494E+12,2.42892E+11,9.19998e+11,9.11501e+11,94538341212,6878829264,12682345054,19561174317,20448741093,0,4369731421,9287112874,30691709719,133101701.3,10046770086,5025390239,NA,NA,0,5025390239,NA,0,3807500062,NA,0,468469550.6,749179306.7,0,NA,0,241319.4795,NA,NA,1.44566E+12,7.02037E+11,7.43626E+11,2.80866E+12,2.80017E+12
1144,Finland,FIN,High income,Europe and Central Asia,Real chained 2019 US$,2020,FIN.2020,5529543,1.28409E+12,9.95509E+11,1.01161E+12,97547516559,19526765919,20448741093,0,4369731421,9287112874,30691709719,131494212.1,12847427547,4840004282,0,0,0,0,1463561287,3639828829,NA,NA,452517472.4,749925482.5,115271042.7,0,23425500.99,NA,0,0,6444529615,1.46755E+12,7.11418E+11,7.56132E+11,2.83772E+12,2.84034E+12,1.06151E+12,1.31628E+12,2.54763E+11,9.98402e+11,1.014554e+12,96526327592,6463201844,12601830879,19065032723,20967030903,0,1291658497,9400483108,31038652528,128204301.5,14635265531,7549397580,NA,NA,0,7549397580,NA,767213102.2,5250678427,NA,2180683.019,941537457.2,448309556.7,114962557.8,NA,24277319.68,238475.5932,NA,NA,1.46706E+12,7.11823E+11,7.55238E+11,2.87126E+12,2.88741E+12
1145,France,FRA,High income,Europe and Central Asia,Real chained 2019 US$,1995,FRA.1995,59543659,6.8842E+12,1.87132E+12,1.96635E+12,3.32576E+11,1.76867E+11,15658055022,0,45037993874,8782969273,38840723670,3490489266,45906110072,18252617.06,3158982999,0,0,5467374.887,0,NA,NA,0,0,NA,NA,0,0,0,0,0,5467374.887,1.5303E+13,6.31555E+12,8.93576E+12,2.25758E+13,2.34076E+13,6.97078E+12,8.64377E+12,1.67299E+12,1.351329e+12,1.419952e+12,2.69155E+11,55234812676,98576377506,1.53811E+11,21463617605,0,23006518308,4440170121,24886092629,3511961104,38035810393,2609778229,755232407.2,1267571883,59447353.59,527526584.5,6976730.41,4730778.719,374992513.4,139612575.7,NA,NA,NA,1213986.284,NA,NA,NA,NA,NA,1.25634E+13,5.07422E+12,7.48916E+12,2.14103E+13,2.14789E+13
